차카, 167, 68, 24, 정상
마파, 183, 58, 17, 저체중
다라, 188, 78, 22, 정상
나차, 189, 79, 22, 정상
나가, 156, 74, 30, 비만
바차, 141, 74, 37, 비만
라가, 162, 87, 33, 비만
바다, 187, 82, 23, 정상
하카, 191, 81, 22, 정상
마타, 177, 71, 23, 정상
자바, 184, 44, 13, 저체중
사다, 140, 93, 47, 비만
타나, 159, 97, 38, 비만
아다, 193, 94, 25, 과체중
타바, 168, 50, 18, 저체중
차아, 199, 95, 24, 정상
차바, 149, 58, 26, 과체중
다차, 192, 44, 12, 저체중
아나, 195, 67, 18, 저체중
아라, 142, 46, 23, 정상
라나, 190, 43, 12, 저체중
차마, 188, 51, 14, 저체중
다가, 166, 78, 28, 과체중
라파, 171, 95, 32, 비만
가타, 160, 88, 34, 비만
파하, 183, 61, 18, 저체중
하다, 158, 44, 18, 저체중
바파, 150, 99, 44, 비만
라다, 153, 70, 30, 비만
나사, 197, 51, 13, 저체중
아마, 180, 86, 27, 과체중
사하, 185, 50, 15, 저체중
타마, 145, 49, 23, 정상
자바, 166, 87, 32, 비만
자차, 140, 95, 48, 비만
타사, 171, 77, 26, 과체중
파차, 154, 82, 35, 비만
차차, 193, 75, 20, 정상
나나, 179, 89, 28, 과체중
아아, 164, 68, 25, 과체중
나사, 185, 97, 28, 과체중
자타, 163, 49, 18, 저체중
파카, 140, 91, 46, 비만
바차, 148, 75, 34, 비만
다카, 189, 67, 19, 저체중
카카, 190, 64, 18, 저체중
타나, 187, 98, 28, 과체중
다카, 180, 52, 16, 저체중
라카, 178, 70, 22, 정상
다타, 164, 89, 33, 비만
나사, 196, 76, 20, 정상
차카, 196, 60, 16, 저체중
자차, 147, 71, 33, 비만
자바, 185, 68, 20, 정상
마마, 186, 52, 15, 저체중
라나, 140, 80, 41, 비만
카라, 151, 51, 22, 정상
타다, 163, 42, 16, 저체중
바아, 181, 65, 20, 정상
바자, 191, 69, 19, 저체중
마차, 153, 81, 35, 비만
바타, 142, 76, 38, 비만
하하, 189, 59, 17, 저체중
아차, 144, 91, 44, 비만
파나, 197, 59, 15, 저체중
하다, 181, 93, 28, 과체중
사다, 158, 68, 27, 과체중
자자, 174, 44, 15, 저체중
타파, 163, 73, 27, 과체중
사다, 176, 94, 30, 비만
마자, 180, 94, 29, 과체중
마가, 173, 91, 30, 비만
바아, 199, 67, 17, 저체중
하차, 189, 72, 20, 정상
파차, 189, 81, 23, 정상
마차, 149, 86, 39, 비만
아자, 172, 98, 33, 비만
아바, 163, 85, 32, 비만
타가, 192, 69, 19, 저체중
아다, 199, 43, 11, 저체중
가나, 153, 47, 20, 정상
자하, 145, 93, 44, 비만
다가, 154, 41, 17, 저체중
카가, 170, 87, 30, 비만
바가, 162, 47, 18, 저체중
차가, 151, 45, 20, 정상
하자, 160, 87, 34, 비만
라사, 142, 61, 30, 비만
타자, 140, 94, 48, 비만
바나, 193, 62, 17, 저체중
사아, 185, 49, 14, 저체중
다가, 197, 96, 25, 과체중
사마, 171, 64, 22, 정상
아하, 178, 67, 21, 정상
마바, 196, 85, 22, 정상
차파, 179, 45, 14, 저체중
파차, 150, 77, 34, 비만
파사, 173, 83, 28, 과체중
사마, 153, 96, 41, 비만
하사, 163, 95, 36, 비만
나파, 187, 98, 28, 과체중
사마, 171, 44, 15, 저체중
아타, 167, 68, 24, 정상
마아, 156, 92, 38, 비만
마나, 141, 59, 30, 비만
아카, 199, 62, 16, 저체중
타차, 197, 47, 12, 저체중
자하, 173, 56, 19, 저체중
라바, 192, 61, 17, 저체중
사다, 184, 97, 29, 과체중
마바, 143, 51, 25, 과체중
하차, 174, 51, 17, 저체중
타가, 184, 81, 24, 정상
타차, 141, 83, 42, 비만
라다, 154, 74, 31, 비만
타하, 163, 61, 23, 정상
바하, 160, 40, 16, 저체중
차카, 197, 60, 15, 저체중
타하, 145, 84, 40, 비만
아사, 199, 74, 19, 저체중
다아, 161, 41, 16, 저체중
라바, 149, 83, 37, 비만
마하, 145, 41, 20, 정상
파가, 190, 81, 22, 정상
마하, 188, 63, 18, 저체중
타타, 196, 68, 18, 저체중
라사, 182, 99, 30, 비만
파카, 195, 79, 21, 정상
차사, 180, 44, 14, 저체중
카파, 150, 67, 30, 비만
타사, 167, 55, 20, 정상
마마, 155, 80, 33, 비만
파사, 176, 94, 30, 비만
나나, 184, 71, 21, 정상
아파, 142, 66, 33, 비만
마가, 178, 81, 26, 과체중
바바, 161, 56, 22, 정상
파나, 180, 43, 13, 저체중
차타, 199, 62, 16, 저체중
타하, 190, 80, 22, 정상
아마, 181, 50, 15, 저체중
바다, 150, 70, 31, 비만
나다, 141, 50, 25, 과체중
마가, 154, 78, 33, 비만
파라, 172, 63, 21, 정상
나타, 182, 44, 13, 저체중
파하, 175, 97, 32, 비만
나자, 178, 42, 13, 저체중
자나, 183, 62, 19, 저체중
하마, 175, 52, 17, 저체중
아아, 140, 54, 28, 과체중
나아, 172, 55, 19, 저체중
